seqnames	start	end	width	strand	score	signalValue	pValue	qValue	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
168	chr1	32464887	32465100	214	*	25	2.82179	5.54303	2.51037	Verma_TET1_macs2_peak_350	728116	32465072	32496686	31615	+	0	overlapStart	0	ZBTB8B
169	chr1	32650954	32651220	267	*	81	4.8816	12.2115	8.17456	Verma_TET1_macs2_peak_353	339487	32600172	32650903	50732	-	50	upstream	50	ZBTB8OS
170	chr1	32650954	32651220	267	*	81	4.8816	12.2115	8.17456	Verma_TET1_macs2_peak_353	5928	32651142	32686211	35070	+	0	overlapStart	0	RBBP4
171	chr1	32651304	32651648	345	*	57	4.43137	9.53076	5.78571	Verma_TET1_macs2_peak_354	339487	32600172	32650903	50732	-	400	upstream	400	ZBTB8OS
172	chr1	32651304	32651648	345	*	57	4.43137	9.53076	5.78571	Verma_TET1_macs2_peak_354	5928	32651142	32686211	35070	+	0	inside	161	RBBP4
173	chr1	32817145	32817378	234	*	21	3.28461	5.06331	2.15873	Verma_TET1_macs2_peak_357	64766	32816767	32858875	42109	+	0	inside	377	S100PBP
174	chr1	33181853	33182140	288	*	64	5.92787	10.3295	6.49526	Verma_TET1_macs2_peak_361	55223	33145399	33182053	36655	-	0	overlapStart	0	TRIM62
175	chr1	33472408	33472804	397	*	50	5.32086	8.62428	5.00926	Verma_TET1_macs2_peak_362	7579	33472645	33496507	23863	+	0	overlapStart	0	ZSCAN20
176	chr1	34166548	34166862	315	*	26	3.77169	5.72307	2.66383	Verma_TET1_macs2_peak_364	114784	33513999	34165842	651844	-	705	upstream	705	CSMD2
177	chr1	34166548	34166862	315	*	26	3.77169	5.72307	2.66383	Verma_TET1_macs2_peak_364	84970	34166883	34219131	52249	+	20	upstream	20	C1orf94
178	chr1	34985265	34985445	181	*	31	4.13896	6.35516	3.16676	Verma_TET1_macs2_peak_366	100506144	34981535	34985353	3819	-	0	overlapStart	0	TMEM35B
179	chr1	34985265	34985445	181	*	31	4.13896	6.35516	3.16676	Verma_TET1_macs2_peak_366	653160	34974356	34985313	10958	-	0	overlapStart	0	GPR199P
180	chr1	35557444	35557731	288	*	74	4.7008	11.4332	7.45742	Verma_TET1_macs2_peak_370	23154	35557473	35567274	9802	+	0	overlapStart	0	NCDN
181	chr1	35557444	35557731	288	*	74	4.7008	11.4332	7.45742	Verma_TET1_macs2_peak_370	79932	35433492	35557950	124459	-	0	inside	218	KIAA0319L
182	chr1	35641413	35641634	222	*	108	6.13883	15.1131	10.8503	Verma_TET1_macs2_peak_372	5690	35599541	35641526	41986	-	0	overlapStart	0	PSMB2
183	chr1	35718544	35718724	181	*	51	5.21589	8.77956	5.15144	Verma_TET1_macs2_peak_374	127703	35713877	35718894	5018	-	0	inside	169	C1orf216
184	chr1	35769633	35769813	181	*	18	3.52728	4.64234	1.83427	Verma_TET1_macs2_peak_375	63967	35720218	35769978	49761	-	0	inside	164	CLSPN
185	chr1	35769919	35770147	229	*	48	5.18688	8.40342	4.83377	Verma_TET1_macs2_peak_376	63967	35720218	35769978	49761	-	0	overlapStart	0	CLSPN
186	chr1	36084217	36084555	339	*	57	5.24233	9.50422	5.76702	Verma_TET1_macs2_peak_378	27285	36084094	36088275	4182	+	0	inside	122	TEKT2
187	chr1	36088750	36088987	238	*	32	3.91455	6.48181	3.24743	Verma_TET1_macs2_peak_379	54936	36088892	36093932	5041	+	0	overlapStart	0	ADPRS
188	chr1	36224128	36224404	277	*	61	4.3392	9.92582	6.13793	Verma_TET1_macs2_peak_384	9967	36224432	36305357	80926	+	27	upstream	27	THRAP3
189	chr1	36306296	36306526	231	*	38	4.17552	7.23912	3.86913	Verma_TET1_macs2_peak_385	79729	36306368	36329340	22973	+	0	overlapStart	0	SH3D21
190	chr1	36385969	36386354	386	*	194	11.2802	24.1457	19.4301	Verma_TET1_macs2_peak_390	83931	36339624	36385896	46273	-	72	upstream	72	STK40
191	chr1	36450360	36450638	279	*	82	5.74133	12.2783	8.22464	Verma_TET1_macs2_peak_391	127700	36415827	36450451	34625	-	0	overlapStart	0	OSCP1
192	chr1	37514198	37514378	181	*	35	4.28726	6.88174	3.57119	Verma_TET1_macs2_peak_393	64769	37492575	37514774	22200	-	0	inside	395	MEAF6
193	chr1	37989494	37990351	858	*	99	6.26327	14.1209	9.9253	Verma_TET1_macs2_peak_395	10946	37956975	37990075	33101	-	0	overlapStart	0	SF3A3
194	chr1	38005983	38006163	181	*	29	3.98103	6.08543	2.94113	Verma_TET1_macs2_peak_397	2275	37996770	38005606	8837	-	376	upstream	376	FHL3
195	chr1	38859766	38860010	245	*	64	5.51219	10.3426	6.49638	Verma_TET1_macs2_peak_400	105378663	38860000	38919396	59397	+	0	overlapStart	0	LOC105378663
196	chr1	39491662	39491856	195	*	107	7.16723	14.9596	10.7085	Verma_TET1_macs2_peak_403	353500	39491636	39529869	38234	+	0	inside	25	BMP8A
197	chr1	39883341	39883818	478	*	35	3.86519	6.90591	3.58698	Verma_TET1_macs2_peak_404	54802	39838110	39883511	45402	-	0	overlapStart	0	TRIT1
198	chr1	39902055	39902574	520	*	74	5.48037	11.3853	7.41719	Verma_TET1_macs2_peak_405	4610	39895426	39902256	6831	-	0	overlapStart	0	MYCL
199	chr1	40040567	40040903	337	*	50	4.93396	8.62101	5.00877	Verma_TET1_macs2_peak_406	10487	40040233	40072649	32417	+	0	inside	333	CAP1
200	chr1	40097387	40097592	206	*	15	2.81996	4.1573	1.51442	Verma_TET1_macs2_peak_407	5538	40071461	40097727	26267	-	0	inside	134	PPT1
201	chr1	40257818	40258214	397	*	35	3.86519	6.90591	3.58698	Verma_TET1_macs2_peak_408	10269	40258236	40294180	35945	+	21	upstream	21	ZMPSTE24
202	chr1	40508804	40509053	250	*	57	4.43137	9.53076	5.78571	Verma_TET1_macs2_peak_412	64789	40508741	40516556	7816	+	0	inside	62	EXO5
203	chr1	40691412	40691928	517	*	216	9.39491	26.4913	21.6858	Verma_TET1_macs2_peak_413	100130557	40690380	40692066	1687	-	0	inside	137	NFYC-AS1
204	chr1	40691412	40691928	517	*	216	9.39491	26.4913	21.6858	Verma_TET1_macs2_peak_413	4802	40691648	40771603	79956	+	0	overlapStart	0	NFYC
205	chr1	40692180	40692502	323	*	57	5.20596	9.43924	5.71508	Verma_TET1_macs2_peak_414	100130557	40690380	40692066	1687	-	113	upstream	113	NFYC-AS1
206	chr1	40862271	40862549	279	*	112	7.78032	15.5768	11.2823	Verma_TET1_macs2_peak_416	163732	40861054	40862363	1310	-	0	overlapStart	0	CITED4
207	chr1	42335280	42335615	336	*	68	5.00201	10.7701	6.86996	Verma_TET1_macs2_peak_419	22887	42176539	42335877	159339	-	0	inside	261	FOXJ3
208	chr1	42381142	42381354	213	*	14	2.712	4.10042	1.49021	Verma_TET1_macs2_peak_420	284716	42380792	42424232	43441	+	0	inside	349	RIMKLA
209	chr1	42681786	42682515	730	*	90	6.43089	13.1869	9.05799	Verma_TET1_macs2_peak_421	4904	42682418	42703805	21388	+	0	overlapStart	0	YBX1
210	chr1	42766794	42767142	349	*	45	3.90065	8.03808	4.52485	Verma_TET1_macs2_peak_422	64175	42746335	42767084	20750	-	0	overlapStart	0	P3H1
211	chr1	42766794	42767142	349	*	45	3.90065	8.03808	4.52485	Verma_TET1_macs2_peak_422	79078	42767249	42794493	27245	+	106	upstream	106	C1orf50
212	chr1	43358533	43359239	707	*	459	14.9231	51.4005	45.9521	Verma_TET1_macs2_peak_429	991	43358981	43363203	4223	+	0	overlapStart	0	CDC20
213	chr1	43389772	43389964	193	*	49	4.54952	8.54367	4.95283	Verma_TET1_macs2_peak_430	112950	43383917	43389808	5892	-	0	overlapStart	0	MED8
214	chr1	43389772	43389964	193	*	49	4.54952	8.54367	4.95283	Verma_TET1_macs2_peak_430	23334	43389882	43454247	64366	+	0	overlapStart	0	SZT2
215	chr1	43649900	43650758	859	*	74	6.12872	11.4328	7.45742	Verma_TET1_macs2_peak_432	9682	43650149	43931014	280866	+	0	overlapStart	0	KDM4A
216	chr1	43933615	43933910	296	*	23	3.0736	5.24005	2.30806	Verma_TET1_macs2_peak_433	9048	43933320	43937240	3921	+	0	inside	294	ARTN
217	chr1	43946735	43946939	205	*	39	3.82709	7.34635	3.96368	Verma_TET1_macs2_peak_435	9670	43946950	43968022	21073	+	10	upstream	10	IPO13
218	chr1	43969754	43969975	222	*	29	3.98379	6.09017	2.94561	Verma_TET1_macs2_peak_436	1802	43970000	43973369	3370	+	24	upstream	24	DPH2
219	chr1	44031205	44031492	288	*	66	5.2194	10.5121	6.6415	Verma_TET1_macs2_peak_438	6536	43991500	44031467	39968	-	0	overlapStart	0	SLC6A9
220	chr1	44213284	44213627	344	*	92	6.80969	13.443	9.28844	Verma_TET1_macs2_peak_439	55929	44213455	44220681	7227	+	0	overlapStart	0	DMAP1
221	chr1	44674278	44674885	608	*	50	4.45768	8.66835	5.05171	Verma_TET1_macs2_peak_443	339541	44674692	44725591	50900	+	0	overlapStart	0	ARMH1
222	chr1	44674278	44674885	608	*	50	4.45768	8.66835	5.05171	Verma_TET1_macs2_peak_443	79639	44635238	44674481	39244	-	0	overlapStart	0	TMEM53
223	chr1	44800172	44800361	190	*	33	3.61741	6.64264	3.3766	Verma_TET1_macs2_peak_444	1263	44800377	44805990	5614	+	15	upstream	15	PLK3
224	chr1	44843345	44843525	181	*	22	3.74533	5.20869	2.28148	Verma_TET1_macs2_peak_448	8643	44819844	44843253	23410	-	91	upstream	91	PTCH2
225	chr1	44986481	44987027	547	*	36	4.31721	6.93376	3.61094	Verma_TET1_macs2_peak_449	8891	44850522	44986722	136201	-	0	overlapStart	0	EIF2B3
226	chr1	45010745	45010946	202	*	23	3.0736	5.24005	2.30806	Verma_TET1_macs2_peak_450	7389	45010950	45015575	4626	+	3	upstream	3	UROD
227	chr1	45010745	45010946	202	*	23	3.0736	5.24005	2.30806	Verma_TET1_macs2_peak_450	79654	45002540	45011324	8785	-	0	inside	377	HECTD3
228	chr1	45011984	45012267	284	*	99	6.73712	14.1763	9.9715	Verma_TET1_macs2_peak_451	79654	45002540	45011324	8785	-	659	upstream	659	HECTD3
229	chr1	45303605	45304234	630	*	68	5.00201	10.7701	6.86996	Verma_TET1_macs2_peak_452	400752	45303910	45305619	1710	+	0	overlapStart	0	LINC01144
230	chr1	45326836	45327029	194	*	59	4.80728	9.69369	5.92729	Verma_TET1_macs2_peak_454	84842	45326895	45328679	1785	+	0	overlapStart	0	HPDL
231	chr1	45490675	45490855	181	*	23	3.22281	5.35798	2.39159	Verma_TET1_macs2_peak_455	10420	45343883	45491163	147281	-	0	inside	307	TESK2
232	chr1	45490675	45490855	181	*	23	3.22281	5.35798	2.39159	Verma_TET1_macs2_peak_455	4595	45329163	45491155	161993	-	0	inside	299	MUTYH
233	chr1	45490952	45491408	457	*	51	4.69746	8.82946	5.18734	Verma_TET1_macs2_peak_456	10420	45343883	45491163	147281	-	0	overlapStart	0	TESK2
234	chr1	45490952	45491408	457	*	51	4.69746	8.82946	5.18734	Verma_TET1_macs2_peak_456	4595	45329163	45491155	161993	-	0	overlapStart	0	MUTYH
235	chr1	45499968	45500153	186	*	19	3.13466	4.77596	1.9453	Verma_TET1_macs2_peak_457	126661	45493866	45500079	6214	-	0	overlapStart	0	CCDC163
236	chr1	45499968	45500153	186	*	19	3.13466	4.77596	1.9453	Verma_TET1_macs2_peak_457	25974	45500300	45513382	13083	+	146	upstream	146	MMACHC
237	chr1	45583857	45584250	394	*	73	5.44815	11.3219	7.37108	Verma_TET1_macs2_peak_460	4678	45583846	45618904	35059	+	0	inside	10	NASP
238	chr1	45687115	45687295	181	*	29	3.69603	6.07153	2.94113	Verma_TET1_macs2_peak_463	51249	45688181	45694436	6256	+	885	upstream	885	TMEM69
239	chr1	45750392	45750693	302	*	30	4.23274	6.24824	3.07385	Verma_TET1_macs2_peak_465	3652	45694324	45750653	56330	-	0	overlapStart	0	IPP
240	chr1	46132437	46133075	639	*	193	9.28417	24.0147	19.3034	Verma_TET1_macs2_peak_466	8503	46040140	46133036	92897	-	0	overlapStart	0	PIK3R3
241	chr1	46203354	46203565	212	*	35	4.28726	6.88174	3.57119	Verma_TET1_macs2_peak_467	541468	46203334	46221256	17923	+	0	inside	19	LURAP1
242	chr1	46303035	46303481	447	*	98	6.0091	14.0138	9.82944	Verma_TET1_macs2_peak_470	10489	46261196	46303608	42413	-	0	inside	126	LRRC41
243	chr1	46303035	46303481	447	*	98	6.0091	14.0138	9.82944	Verma_TET1_macs2_peak_470	7388	46303698	46316776	13079	+	216	upstream	216	UQCRH
244	chr1	46718736	46719357	622	*	91	5.6841	13.3247	9.18248	Verma_TET1_macs2_peak_473	9813	46675159	46719114	43956	-	0	overlapStart	0	EFCAB14
245	chr1	47313947	47314442	496	*	96	5.2432	13.8141	9.63848	Verma_TET1_macs2_peak_476	6491	47250139	47314147	64009	-	0	overlapStart	0	STIL
246	chr1	51878625	51878822	198	*	17	2.70119	4.56008	1.79284	Verma_TET1_macs2_peak_491	4898	51789191	51878937	89747	-	0	inside	114	NRDC
247	chr1	51990677	51990904	228	*	29	4.00884	6.13314	2.98275	Verma_TET1_macs2_peak_493	5865	51907956	51990700	82745	-	0	overlapStart	0	RAB3B
248	chr1	52056126	52056331	206	*	98	6.22646	14.0472	9.85869	Verma_TET1_macs2_peak_494	51060	52020131	52056171	36041	-	0	overlapStart	0	TXNDC12
249	chr1	52056126	52056331	206	*	98	6.22646	14.0472	9.85869	Verma_TET1_macs2_peak_494	91408	52056199	52090716	34518	+	0	overlapStart	0	BTF3L4
250	chr1	52366308	52366604	297	*	18	2.7881	4.59863	1.80084	Verma_TET1_macs2_peak_495	200014	52345723	52366193	20471	-	114	upstream	114	CC2D1B
251	chr1	52404404	52404673	270	*	28	4.08581	6.00686	2.88285	Verma_TET1_macs2_peak_497	4998	52372829	52404423	31595	-	0	overlapStart	0	ORC1
252	chr1	52404404	52404673	270	*	28	4.08581	6.00686	2.88285	Verma_TET1_macs2_peak_497	84950	52404602	52420836	16235	+	0	overlapStart	0	PRPF38A
253	chr1	52842728	52843005	278	*	204	8.31847	25.2338	20.4754	Verma_TET1_macs2_peak_499	440590	52842511	52894998	52488	+	0	inside	216	ZYG11A
254	chr1	53196894	53197101	208	*	28	3.42424	5.99714	2.87768	Verma_TET1_macs2_peak_502	1376	53196792	53214197	17406	+	0	inside	101	CPT2
255	chr1	53327369	53327764	396	*	32	3.91455	6.48181	3.24743	Verma_TET1_macs2_peak_503	105378732	53328233	53336509	8277	+	468	upstream	468	LINC01771
256	chr1	53738401	53738723	323	*	34	4.18563	6.70437	3.42857	Verma_TET1_macs2_peak_506	148979	53506237	53738106	231870	-	294	upstream	294	GLIS1
257	chr1	53838264	53838613	350	*	54	4.54728	9.16094	5.48356	Verma_TET1_macs2_peak_507	55706	53765478	53838463	72986	-	0	overlapStart	0	NDC1
258	chr1	53889524	53889828	305	*	33	3.62567	6.66034	3.3896	Verma_TET1_macs2_peak_508	54432	53851719	53889798	38080	-	0	overlapStart	0	YIPF1
259	chr1	53945496	53945689	194	*	74	5.48037	11.3853	7.41719	Verma_TET1_macs2_peak_509	115353	53946085	53968168	22084	+	395	upstream	395	LRRC42
260	chr1	53945496	53945689	194	*	74	5.48037	11.3853	7.41719	Verma_TET1_macs2_peak_509	51668	53916574	53945929	29356	-	0	inside	239	HSPB11
261	chr1	54053197	54053542	346	*	32	3.4352	6.47533	3.24743	Verma_TET1_macs2_peak_510	100616315	54054079	54054154	76	+	536	upstream	536	MIR4781
262	chr1	54053197	54053542	346	*	32	3.4352	6.47533	3.24743	Verma_TET1_macs2_peak_510	127428	54053584	54112519	58936	+	41	upstream	41	TCEANC2
263	chr1	54053197	54053542	346	*	32	3.4352	6.47533	3.24743	Verma_TET1_macs2_peak_510	9528	54026681	54053504	26824	-	0	overlapStart	0	TMEM59
264	chr1	54542570	54542848	279	*	51	4.37814	8.80682	5.17476	Verma_TET1_macs2_peak_515	26027	54542257	54639192	96936	+	0	inside	312	ACOT11
265	chr1	55215560	55215775	216	*	58	4.95843	9.65983	5.89516	Verma_TET1_macs2_peak_517	23358	55066359	55215364	149006	-	195	upstream	195	USP24
266	chr1	58699821	58700148	328	*	170	9.52365	21.6861	17.0858	Verma_TET1_macs2_peak_523	114803	58643440	58700077	56638	-	0	overlapStart	0	MYSM1
267	chr1	58700249	58700565	317	*	47	5.49807	8.27882	4.74328	Verma_TET1_macs2_peak_524	114803	58643440	58700077	56638	-	171	upstream	171	MYSM1
268	chr1	58783633	58784040	408	*	35	4.10889	6.83973	3.54426	Verma_TET1_macs2_peak_525	3725	58780791	58784047	3257	-	0	inside	6	JUN
269	chr1	58784164	58784591	428	*	39	3.82709	7.34635	3.96368	Verma_TET1_macs2_peak_526	100131060	58785128	58901109	115982	+	536	upstream	536	LINC01135
270	chr1	58784164	58784591	428	*	39	3.82709	7.34635	3.96368	Verma_TET1_macs2_peak_526	3725	58780791	58784047	3257	-	116	upstream	116	JUN
271	chr1	59296511	59296978	468	*	51	4.22994	8.78253	5.15144	Verma_TET1_macs2_peak_527	55277	59296638	59810647	514010	+	0	overlapStart	0	FGGY
272	chr1	59296511	59296978	468	*	51	4.22994	8.78253	5.15144	Verma_TET1_macs2_peak_527	729467	59131932	59296491	164560	-	19	upstream	19	HSD52
273	chr1	59814444	59814790	347	*	21	3.39261	5.0508	2.14825	Verma_TET1_macs2_peak_528	51361	59814786	59876370	61585	+	0	overlapStart	0	HOOK1
274	chr1	59814963	59815247	285	*	80	6.25218	12.0455	8.01876	Verma_TET1_macs2_peak_529	51361	59814786	59876370	61585	+	0	inside	176	HOOK1
275	chr1	60640047	60640371	325	*	32	3.91455	6.48181	3.24743	Verma_TET1_macs2_peak_531	105378763	60515716	60640507	124792	-	0	inside	135	LINC01748
276	chr1	60640685	60640870	186	*	40	4.81639	7.48364	4.05939	Verma_TET1_macs2_peak_532	105378763	60515716	60640507	124792	-	177	upstream	177	LINC01748
277	chr1	61725149	61725419	271	*	40	4.81639	7.48364	4.05939	Verma_TET1_macs2_peak_535	83941	61681046	61725423	44378	-	0	inside	3	TM2D1
278	chr1	62194524	62194889	366	*	56	5.55737	9.35266	5.64609	Verma_TET1_macs2_peak_538	54596	62194849	62212328	17480	+	0	overlapStart	0	L1TD1
279	chr1	62195018	62195203	186	*	47	5.12239	8.29668	4.75634	Verma_TET1_macs2_peak_539	54596	62194849	62212328	17480	+	0	inside	168	L1TD1
280	chr1	62688434	62688816	383	*	35	4.28726	6.88174	3.57119	Verma_TET1_macs2_peak_541	85440	62454298	62688386	234089	-	47	upstream	47	DOCK7
281	chr1	63316709	63316889	181	*	28	3.42424	5.99714	2.87768	Verma_TET1_macs2_peak_542	199899	63159083	63317274	158192	-	0	inside	384	LINC00466
282	chr1	63317520	63317703	184	*	57	5.20596	9.43924	5.71508	Verma_TET1_macs2_peak_543	199899	63159083	63317274	158192	-	245	upstream	245	LINC00466
283	chr1	63322188	63322521	334	*	47	4.43523	8.32022	4.77456	Verma_TET1_macs2_peak_545	27022	63322567	63325128	2562	+	45	upstream	45	FOXD3
284	chr1	63523292	63523693	402	*	26	3.65358	5.75178	2.66695	Verma_TET1_macs2_peak_550	84455	63523372	63572693	49322	+	0	overlapStart	0	EFCAB7
285	chr1	63593327	63593710	384	*	55	4.93067	9.27253	5.57643	Verma_TET1_macs2_peak_551	23421	63440770	63593721	152952	-	0	inside	10	ITGB3BP
286	chr1	63593327	63593710	384	*	55	4.93067	9.27253	5.57643	Verma_TET1_macs2_peak_551	5236	63593411	63660245	66835	+	0	overlapStart	0	PGM1
287	chr1	63773701	63773998	298	*	60	5.22234	9.81499	6.03712	Verma_TET1_macs2_peak_552	4919	63774017	64181498	407482	+	18	upstream	18	ROR1
288	chr1	65068200	65068380	181	*	40	5.12819	7.40835	4.0004	Verma_TET1_macs2_peak_556	3716	64833229	65067754	234526	-	445	upstream	445	JAK1
289	chr1	66752335	66752591	257	*	17	3.36856	4.58908	1.79284	Verma_TET1_macs2_peak_563	200132	66752459	66779047	26589	+	0	overlapStart	0	TCTEX1D1
290	chr1	66924874	66925101	228	*	37	3.616	7.12593	3.77687	Verma_TET1_macs2_peak_564	57708	66924895	66988619	63725	+	0	overlapStart	0	MIER1
291	chr1	66924874	66925101	228	*	37	3.616	7.12593	3.77687	Verma_TET1_macs2_peak_564	79819	66812885	66924856	111972	-	17	upstream	17	DNAI4
292	chr1	67054172	67054473	302	*	33	3.62567	6.66034	3.3896	Verma_TET1_macs2_peak_565	23169	66999350	67054148	54799	-	23	upstream	23	SLC35D1
293	chr1	67430357	67430637	281	*	89	5.76874	13.1132	8.99616	Verma_TET1_macs2_peak_567	26135	67407810	67430415	22606	-	0	overlapStart	0	SERBP1
294	chr1	67832804	67833080	277	*	33	4.4459	6.59542	3.33465	Verma_TET1_macs2_peak_569	55970	67701475	67833467	131993	-	0	inside	386	GNG12
295	chr1	70354423	70354948	526	*	208	8.05703	25.6614	20.8875	Verma_TET1_macs2_peak_572	11147	70354805	70385339	30535	+	0	overlapStart	0	HHLA3
296	chr1	70354423	70354948	526	*	208	8.05703	25.6614	20.8875	Verma_TET1_macs2_peak_572	81573	70258999	70354734	95736	-	0	overlapStart	0	ANKRD13C
297	chr1	75786111	75786349	239	*	14	2.62409	4.06605	1.46911	Verma_TET1_macs2_peak_580	692085	75787072	75787150	79	+	722	upstream	722	SNORD45C
298	chr1	77682391	77683044	654	*	382	14.6455	43.4428	38.2015	Verma_TET1_macs2_peak_582	26009	77562416	77683419	121004	-	0	inside	374	ZZZ3
299	chr1	77683276	77683484	209	*	45	4.43649	8.02213	4.51249	Verma_TET1_macs2_peak_583	26009	77562416	77683419	121004	-	0	overlapStart	0	ZZZ3
300	chr1	77888558	77888786	229	*	39	3.82709	7.34635	3.96368	Verma_TET1_macs2_peak_586	91624	77888513	77943895	55383	+	0	inside	44	NEXN
301	chr1	77978719	77979637	919	*	74	5.48037	11.3853	7.41719	Verma_TET1_macs2_peak_587	11080	77979175	78017964	38790	+	0	overlapStart	0	DNAJB4
302	chr1	77978719	77979637	919	*	74	5.48037	11.3853	7.41719	Verma_TET1_macs2_peak_587	54810	77979542	78138444	158903	+	0	overlapStart	0	GIPC2
303	chr1	77978719	77979637	919	*	74	5.48037	11.3853	7.41719	Verma_TET1_macs2_peak_587	8880	77944055	77979110	35056	-	0	overlapStart	0	FUBP1
304	chr1	83998715	83998929	215	*	30	3.63782	6.20097	3.03359	Verma_TET1_macs2_peak_596	79739	83865024	83999150	134127	-	0	inside	220	TTLL7
305	chr1	83999204	83999482	279	*	38	4.17552	7.23912	3.86913	Verma_TET1_macs2_peak_597	79739	83865024	83999150	134127	-	53	upstream	53	TTLL7
306	chr1	84078284	84078540	257	*	64	5.51219	10.3426	6.49638	Verma_TET1_macs2_peak_600	5567	84078062	84238498	160437	+	0	inside	221	PRKACB
307	chr1	84298630	84298821	192	*	33	3.62567	6.66034	3.3896	Verma_TET1_macs2_peak_602	148418	84298366	84389957	91592	+	0	inside	263	SAMD13
308	chr1	84479349	84479572	224	*	45	5.39723	8.11837	4.59114	Verma_TET1_macs2_peak_603	80135	84479259	84498352	19094	+	0	inside	89	RPF1
309	chr1	84506603	84506795	193	*	41	4.09255	7.63502	4.19007	Verma_TET1_macs2_peak_604	100505741	84506300	84566194	59895	+	0	inside	302	SPATA1
310	chr1	84893287	84893555	269	*	32	3.91455	6.48181	3.24743	Verma_TET1_macs2_peak_607	23566	84811602	84893206	81605	-	80	upstream	80	LPAR3
311	chr1	85048497	85048729	233	*	72	6.22005	11.2	7.26585	Verma_TET1_macs2_peak_609	55283	85018082	85048500	30419	-	0	overlapStart	0	MCOLN3
312	chr1	85200944	85201197	254	*	49	4.54952	8.54367	4.95283	Verma_TET1_macs2_peak_610	84144	85156889	85201016	44128	-	0	overlapStart	0	SYDE2
313	chr1	85259470	85259876	407	*	70	5.47852	11.0121	7.09714	Verma_TET1_macs2_peak_611	148423	85249953	85259672	9720	-	0	overlapStart	0	C1orf52
314	chr1	85276323	85276625	303	*	17	2.6279	4.53714	1.79284	Verma_TET1_macs2_peak_612	646626	85276388	85399963	123576	+	0	overlapStart	0	LOC646626
315	chr1	85276323	85276625	303	*	17	2.6279	4.53714	1.79284	Verma_TET1_macs2_peak_612	8915	85265776	85276632	10857	-	0	inside	6	BCL10
316	chr1	86396257	86396446	190	*	35	4.28726	6.88174	3.57119	Verma_TET1_macs2_peak_618	57489	86346824	86396342	49519	-	0	overlapStart	0	ODF2L
317	chr1	86913946	86914286	341	*	128	7.65582	17.256	12.8728	Verma_TET1_macs2_peak_620	9403	86862445	86914424	51980	-	0	inside	137	SELENOF
318	chr1	86913946	86914286	341	*	128	7.65582	17.256	12.8728	Verma_TET1_macs2_peak_620	9653	86914635	87109982	195348	+	348	upstream	348	HS2ST1
319	chr1	86914933	86915210	278	*	19	3.02139	4.7442	1.91638	Verma_TET1_macs2_peak_621	9403	86862445	86914424	51980	-	508	upstream	508	SELENOF
320	chr1	86914933	86915210	278	*	19	3.02139	4.7442	1.91638	Verma_TET1_macs2_peak_621	9653	86914635	87109982	195348	+	0	inside	297	HS2ST1
321	chr1	87328825	87329159	335	*	33	4.4459	6.59542	3.33465	Verma_TET1_macs2_peak_623	8543	87328880	87348923	20044	+	0	overlapStart	0	LMO4
322	chr1	88683973	88684684	712	*	149	8.26829	19.395	14.9123	Verma_TET1_macs2_peak_626	5586	88684222	88836255	152034	+	0	overlapStart	0	PKN2
